城市技能关系主键,canonical_skill,城市,预测年份,城市内技能需求占比预测,预测下限90%,预测上限90%,预测模型,趋势模型平均权重,标准技能名称,技能编号,技能展示名称,技能一级类型,技能簇编号,技能簇名称,每万岗位需求数预测,城市排名
CS0008081,Node.js,西安,2027,0.0019161349835055,0.0002447157674623,0.0109186760041249,trend_seasonal+留出校准组合,0.85,Node.js,JN0186,Node.js（开发框架）,工具软件与技术平台,10.0,Web前端开发,19.161349835055,2
CS0008082,Node.js,西安,2028,0.001517100488906,0.0001094785533198,0.0105196415095254,trend_seasonal+留出校准组合,0.9528571428571428,Node.js,JN0186,Node.js（开发框架）,工具软件与技术平台,10.0,Web前端开发,15.17100488906,2
CS0008083,Node.js,重庆,2026,0.0014351474544962,0.0001243707792542,0.0057025971947266,seasonal_3y+留出校准组合,0.747142857142857,Node.js,JN0186,Node.js（开发框架）,工具软件与技术平台,10.0,Web前端开发,14.351474544961999,5
CS0008084,Node.js,重庆,2027,0.0014558577354806,0.0001186638268259,0.005723307475711,seasonal_3y+留出校准组合,0.85,Node.js,JN0186,Node.js（开发框架）,工具软件与技术平台,10.0,Web前端开发,14.558577354806001,3
CS0008085,Node.js,重庆,2028,0.0014765680164651,0.0001129568743976,0.0057440177566955,seasonal_3y+留出校准组合,0.9528571428571428,Node.js,JN0186,Node.js（开发框架）,工具软件与技术平台,10.0,Web前端开发,14.765680164651,3
CS0008086,Node.js,长沙,2026,0.0011075130717783,0.0002198677347318,0.005790946907421,trend_seasonal+留出校准组合,0.747142857142857,Node.js,JN0186,Node.js（开发框架）,工具软件与技术平台,10.0,Web前端开发,11.075130717782999,10
CS0008087,Node.js,长沙,2027,0.0008444350322411,0.0001480728890056,0.0055278688678838,trend_seasonal+留出校准组合,0.85,Node.js,JN0186,Node.js（开发框架）,工具软件与技术平台,10.0,Web前端开发,8.444350322411001,10
CS0008088,Node.js,长沙,2028,0.0005963032795382,5.6329905952481886e-05,0.005279737115181,trend_seasonal+留出校准组合,0.9528571428571428,Node.js,JN0186,Node.js（开发框架）,工具软件与技术平台,10.0,Web前端开发,5.9630327953819995,9
CS0008089,NumPy,上海,2026,0.0009876141937972,8.891622226281902e-05,0.0026593456661059,seasonal_3y+留出校准组合,0.747142857142857,NumPy,JN0559,NumPy（Python数据科学库）,工具软件与技术平台,15.0,人工智能与数据挖掘,9.876141937972001,3
CS0008090,NumPy,上海,2027,0.0009780414741336,7.163458249762355e-05,0.0026497729464424,seasonal_3y+留出校准组合,0.85,NumPy,JN0559,NumPy（Python数据科学库）,工具软件与技术平台,15.0,人工智能与数据挖掘,9.780414741336001,3
CS0008091,NumPy,上海,2028,0.0009684687544701,5.4352942732428055e-05,0.0026402002267789,seasonal_3y+留出校准组合,0.9528571428571428,NumPy,JN0559,NumPy（Python数据科学库）,工具软件与技术平台,15.0,人工智能与数据挖掘,9.684687544701,3
CS0008092,NumPy,北京,2026,0.0017548289783949,0.0002436177465122,0.0051654630973623,seasonal_3y+留出校准组合,0.747142857142857,NumPy,JN0559,NumPy（Python数据科学库）,工具软件与技术平台,15.0,人工智能与数据挖掘,17.548289783949,1
CS0008093,NumPy,北京,2027,0.0017426434326871,0.0002211710573989,0.0051532775516545,seasonal_3y+留出校准组合,0.85,NumPy,JN0559,NumPy（Python数据科学库）,工具软件与技术平台,15.0,人工智能与数据挖掘,17.426434326871,1
CS0008094,NumPy,北京,2028,0.0017304578869793,0.0001987243682855,0.0051410920059467,seasonal_3y+留出校准组合,0.9528571428571428,NumPy,JN0559,NumPy（Python数据科学库）,工具软件与技术平台,15.0,人工智能与数据挖掘,17.304578869793,1
CS0008095,NumPy,深圳,2026,0.0010014064605731,8.539769687092808e-05,0.0032370138893233,seasonal_3y+留出校准组合,0.747142857142857,NumPy,JN0559,NumPy（Python数据科学库）,工具软件与技术平台,15.0,人工智能与数据挖掘,10.014064605731,2
CS0008096,NumPy,深圳,2027,0.0009853771290882,5.178183369654583e-05,0.0032209845578384,seasonal_3y+留出校准组合,0.85,NumPy,JN0559,NumPy（Python数据科学库）,工具软件与技术平台,15.0,人工智能与数据挖掘,9.853771290882,2
CS0008097,NumPy,深圳,2028,0.0009693477976033,1.8165970522163625e-05,0.0032049552263535,seasonal_3y+留出校准组合,0.9528571428571428,NumPy,JN0559,NumPy（Python数据科学库）,工具软件与技术平台,15.0,人工智能与数据挖掘,9.693477976033,2
CS0008098,OA系统,上海,2026,0.0071583854522613,0.0013578739050646,0.0138127968908785,seasonal_3y+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,71.583854522613,4
CS0008099,OA系统,上海,2027,0.0071290938801929,0.0013215152571011,0.0137835053188102,seasonal_3y+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,71.290938801929,4
CS0008100,OA系统,上海,2028,0.0070998023081246,0.0012851566091377,0.0137542137467419,seasonal_3y+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,70.998023081246,6
CS0008101,OA系统,东莞,2026,0.002905579707225,0.0003957972034913,0.0071381922173337,trend_seasonal+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,29.05579707225,24
CS0008102,OA系统,东莞,2027,0.0025493043833248,0.0002692412988163,0.0067819168934335,trend_seasonal+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,25.493043833248,24
CS0008103,OA系统,东莞,2028,0.0021638743851321,9.962879856728215e-05,0.0063964868952408,trend_seasonal+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,21.638743851321,27
CS0008104,OA系统,佛山,2026,0.0037895053838832,0.0005478818534819,0.009453118893208,seasonal_3y+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,37.895053838832,17
CS0008105,OA系统,佛山,2027,0.0037400231924728,0.0004678851724009,0.0094036367017976,seasonal_3y+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,37.400231924728004,17
CS0008106,OA系统,佛山,2028,0.0036905410010624,0.00038788849132,0.0093541545103873,seasonal_3y+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,36.905410010624,16
CS0008107,OA系统,北京,2026,0.0026358172133959,0.0003365540302923,0.0068047890008776,trend_seasonal+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,26.358172133959,27
CS0008108,OA系统,北京,2027,0.0021647734795501,0.0002449503452418,0.0063337452670318,trend_seasonal+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,21.647734795501,31
CS0008109,OA系统,北京,2028,0.0016777028831728,8.290642607541182e-05,0.0058466746706544,trend_seasonal+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,16.777028831728,31
CS0008110,OA系统,南京,2026,0.0030245897986243,0.0002588869790783,0.0069188621357317,trend_seasonal+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,30.245897986243,22
CS0008111,OA系统,南京,2027,0.002596511908527,0.0002006323552239,0.0064907842456344,trend_seasonal+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,25.965119085269997,23
CS0008112,OA系统,南京,2028,0.0021409181553698,7.685345423180396e-05,0.0060351904924771,trend_seasonal+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,21.409181553697998,28
CS0008113,OA系统,南昌,2026,0.005920912575406,0.0009763927551121,0.0122705055436545,trend_seasonal+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,59.209125754060004,8
CS0008114,OA系统,南昌,2027,0.0062205269905163,0.0010900250347961,0.0125701199587649,trend_seasonal+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,62.205269905163,8
CS0008115,OA系统,南昌,2028,0.0065615578345509,0.0012311621223413,0.0129111508027995,trend_seasonal+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,65.615578345509,8
CS0008116,OA系统,南通,2026,0.0069968880073778,0.0005837210396484,0.0219114953890188,seasonal_3y+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,69.96888007377801,5
CS0008117,OA系统,南通,2027,0.0068575833421574,0.000359064508374,0.0217721907237984,seasonal_3y+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,68.575833421574,7
CS0008118,OA系统,南通,2028,0.006718278676937,0.0001344079770996,0.021632886058578,seasonal_3y+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,67.18278676937,7
CS0008119,OA系统,厦门,2026,0.0022167580473629,9.341103161781675e-05,0.0097959767247044,seasonal_3y+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,22.167580473629002,32
CS0008120,OA系统,厦门,2027,0.0022398374415054,4.7859450726979e-05,0.0098190561188469,seasonal_3y+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,22.398374415054,30
CS0008121,OA系统,厦门,2028,0.0022629168356479,2.3078698361412396e-06,0.0098421355129894,seasonal_3y+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,22.629168356479,25
CS0008122,OA系统,台州,2026,0.0030098901153554,0.0003463464615834,0.0216973901153554,seasonal_3y+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,30.098901153554,23
CS0008123,OA系统,台州,2027,0.0028474317249439,0.0001838880711719,0.0215349317249439,seasonal_3y+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,28.474317249439,22
CS0008124,OA系统,台州,2028,0.0026849733345323,2.142968076040127e-05,0.0213724733345323,seasonal_3y+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,26.849733345323,22
CS0008125,OA系统,合肥,2026,0.00415266742691,0.0002661147861004,0.0093116914251212,seasonal_3y+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,41.5266742691,15
CS0008126,OA系统,合肥,2027,0.0041712103100513,0.0002543967093838,0.0093302343082625,seasonal_3y+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,41.712103100513,15
CS0008127,OA系统,合肥,2028,0.0041897531931925,0.0002444391013996,0.0093487771914037,seasonal_3y+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,41.897531931925,12
CS0008128,OA系统,嘉兴,2026,0.0096177180453081,0.0006236741116006,0.0327621237489332,trend_seasonal+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,96.17718045308101,1
CS0008129,OA系统,嘉兴,2027,0.0093694416491286,0.0003833058570221,0.0325138473527537,trend_seasonal+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,93.694416491286,2
CS0008130,OA系统,嘉兴,2028,0.0090889517822193,0.0001217905505701,0.0322333574858444,trend_seasonal+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,90.889517822193,2
CS0008131,OA系统,大连,2026,0.0025398695517963,0.0003430539140979,0.0104766577569698,seasonal_3y+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,25.398695517963002,29
CS0008132,OA系统,大连,2027,0.0024789016894694,0.0002520509325821,0.0104156898946429,seasonal_3y+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,24.789016894694,26
CS0008133,OA系统,大连,2028,0.0024179338271425,0.0001610479510663,0.010354722032316,seasonal_3y+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,24.179338271425,24
CS0008134,OA系统,天津,2026,0.0048772530718532,0.0004308363651804,0.012959312662029,trend_seasonal+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,48.772530718532,12
CS0008135,OA系统,天津,2027,0.0045374471221108,0.0002762959991423,0.0126195067122866,trend_seasonal+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,45.374471221107996,12
CS0008136,OA系统,天津,2028,0.0041502990392781,8.64505888565229e-05,0.0122323586294539,trend_seasonal+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,41.502990392781,13
CS0008137,OA系统,宁波,2026,0.0065966978013947,0.0003920204079533,0.0144979453509889,trend_seasonal+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,65.966978013947,6
CS0008138,OA系统,宁波,2027,0.0069237547153459,0.0004064130230591,0.0148250022649401,trend_seasonal+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,69.237547153459,6
CS0008139,OA系统,宁波,2028,0.0073239259595587,0.0004781690830708,0.0152251735091529,trend_seasonal+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,73.239259595587,5
CS0008140,OA系统,常州,2026,0.0047421628345431,0.0002298065716113,0.0143449287545905,seasonal_3y+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,47.421628345430996,13
CS0008141,OA系统,常州,2027,0.0048291066008012,0.0001508995636827,0.0144318725208486,seasonal_3y+留出校准组合,0.85,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,48.291066008012,11
CS0008142,OA系统,常州,2028,0.0049160503670594,7.199255575423564e-05,0.0145188162871068,seasonal_3y+留出校准组合,0.9528571428571428,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,49.160503670594004,10
CS0008143,OA系统,广州,2026,0.0027453012485733,0.0003782129038499,0.0062852247646793,trend_seasonal+留出校准组合,0.747142857142857,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,27.453012485732998,26
