技能组合编号,技能组合名称,组合层级,技能一名称,技能二名称,历史共现相似度,技能簇一,技能簇二,标准技能名称_技能一,技能编号_技能一,技能展示名称_技能一,技能一级类型_技能一,技能簇编号_技能一,技能簇名称_技能一,标准技能名称_技能二,技能编号_技能二,技能展示名称_技能二,技能一级类型_技能二,技能簇编号_技能二,技能簇名称_技能二,组合键,pair_jobs_x,pair_jobs_early,pair_jobs_late,pair_jobs_recent,NPMI_2016_2025,NPMI_2016_2020,NPMI_2021_2025,NPMI_2022_2025,跨期NPMI均为正,NPMI排名,工资互补效应_all_%,工资互补效应下限95_all_%,工资互补效应上限95_all_%,工资互补p值_all,工资互补BH调整p值_all,工资支持职业数_all,工资互补效应_recent_%,工资互补效应下限95_recent_%,工资互补效应上限95_recent_%,工资互补p值_recent,工资互补BH调整p值_recent,工资支持职业数_recent,pair_jobs_y,2025组合需求率,组合需求率_2028,组合需求率下限90_2028,组合需求率上限90_2028,2025_2028每万岗位需求变化,近期工资方向一致,工资证据权重,NPMI得分,工资得分,需求得分,互补证据等级,skill_type,cluster_id,cluster_name,original_type,skill_jobs,pair_jobs,recent_pair_jobs,active_months,AI共现提升度,AI共现强度_NPMI,历史AI协同占比,ai_given_skill_coef,ai_given_skill_se,ai_given_skill_p,ai_given_skill_low,ai_given_skill_high,ai_given_skill_occupations,ai_given_skill_weight,skill_given_ai_coef,skill_given_ai_se,skill_given_ai_p,skill_given_ai_low,skill_given_ai_high,skill_given_ai_occupations,skill_given_ai_weight,strict_complement_coef,strict_complement_se,strict_complement_p,strict_complement_low,strict_complement_high,strict_complement_occupations,strict_complement_weight,ai_given_skill_pct,ai_given_skill_low_pct,ai_given_skill_high_pct,ai_given_skill_bh_p,skill_given_ai_pct,skill_given_ai_low_pct,skill_given_ai_high_pct,skill_given_ai_bh_p,strict_complement_pct,strict_complement_low_pct,strict_complement_high_pct,strict_complement_bh_p,recent_ai_given_skill_coef,recent_ai_given_skill_se,recent_ai_given_skill_p,recent_ai_given_skill_low,recent_ai_given_skill_high,recent_ai_given_skill_occupations,recent_ai_given_skill_weight,recent_skill_given_ai_coef,recent_skill_given_ai_se,recent_skill_given_ai_p,recent_skill_given_ai_low,recent_skill_given_ai_high,recent_skill_given_ai_occupations,recent_skill_given_ai_weight,recent_strict_complement_coef,recent_strict_complement_se,recent_strict_complement_p,recent_strict_complement_low,recent_strict_complement_high,recent_strict_complement_occupations,recent_strict_complement_weight,recent_ai_given_skill_pct,recent_ai_given_skill_low_pct,recent_ai_given_skill_high_pct,recent_ai_given_skill_bh_p,recent_skill_given_ai_pct,recent_skill_given_ai_low_pct,recent_skill_given_ai_high_pct,recent_skill_given_ai_bh_p,recent_strict_complement_pct,recent_strict_complement_low_pct,recent_strict_complement_high_pct,recent_strict_complement_bh_p,2025_AI技能组合需求_每万岗位,2025_技能岗位中AI协同占比,2025_AI组合月薪中位数,2025_非AI组合月薪中位数,2025_AI组合城市覆盖率,2028_AI技能组合需求_每万岗位,2025_2028组合需求变化_每万岗位,2028_技能岗位中AI协同占比,AI协同占比变化_百分点,2028_AI组合月薪中位数,2028_非AI组合月薪中位数,2028_AI组合工资优势_%,2025_2028_AI组合工资变化_%,2028_AI组合城市覆盖率,城市覆盖率变化_百分点,AI协同优势类型,证据等级,AI组合未来市场前景,技能显示名称,技能一编号_技能一,cluster_a,cluster_a_nature,cluster_b,cluster_b_nature,cluster_a_1,cluster_b_1,2022_2025组合岗位数,2025组合岗位数,当前月薪中位数,平均最低经验年限,本科及以上岗位占比,覆盖职业小类数,覆盖城市数,有效职业广度,主要职业小类_TOP5,主要城市_TOP5,pair_n,n_a,n_b,标准化共现强度_NPMI,组合类型,工资互补对数系数,工资互补对数系数标准误,互补效应p值,工资互补对数系数下限95,工资互补对数系数上限95,工资共同支持职业数,工资互补估计权重,工资互补效应_%,互补效应下限95_%,互补效应上限95_%,互补效应BH调整p值,total_jobs_2025,2028组合需求率预测,2028组合需求率预测下限90,2028组合需求率预测上限90,2025_2028需求增长_%,status,需求预测模型,需求预测回测WMAE,total_hits
ZH00001,3ds Max+Maya,标准技能组合,3ds Max,Maya,0.955625629768756,5.0,5.0,3ds Max,JN0223,3ds Max（设计传媒内容）,方法、标准与流程,5.0,视觉设计与数字内容制作,Maya,JN0340,Maya（设计传媒内容）,方法、标准与流程,5.0,视觉设计与数字内容制作,3ds Max||Maya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03259,Docker+Nginx,标准技能组合,Docker,Nginx,0.9073578769181008,13.0,3.0,Docker,JN0173,Docker（运维云与安全）,工具软件与技术平台,13.0,云计算、系统运维与DevOps,Nginx,JN0156,Nginx（运维云与安全）,工具软件与技术平台,3.0,Java后端开发与中间件,Docker||Nginx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03260,Docker+PostgreSQL,标准技能组合,Docker,PostgreSQL,0.9213591068085573,13.0,3.0,Docker,JN0173,Docker（运维云与安全）,工具软件与技术平台,13.0,云计算、系统运维与DevOps,PostgreSQL,JN0272,PostgreSQL（数据库与数据工程）,工具软件与技术平台,3.0,Java后端开发与中间件,Docker||PostgreSQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03261,Docker+Redis,标准技能组合,Docker,Redis,0.9327873167919465,13.0,3.0,Docker,JN0173,Docker（运维云与安全）,工具软件与技术平台,13.0,云计算、系统运维与DevOps,Redis,JN0067,Redis（数据库与数据工程）,工具软件与技术平台,3.0,Java后端开发与中间件,Docker||Redis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03262,Docker+云计算,标准技能组合,Docker,云计算,0.9103597724683316,13.0,13.0,Docker,JN0173,Docker（运维云与安全）,工具软件与技术平台,13.0,云计算、系统运维与DevOps,云计算,JN0091,云计算,工具软件与技术平台,13.0,云计算、系统运维与DevOps,Docker||云计算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03263,Docker+阿里云,标准技能组合,Docker,阿里云,0.8964771300075223,13.0,13.0,Docker,JN0173,Docker（运维云与安全）,工具软件与技术平台,13.0,云计算、系统运维与DevOps,阿里云,JN0327,阿里云,工具软件与技术平台,13.0,云计算、系统运维与DevOps,Docker||阿里云,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03264,Dubbo+JPA,标准技能组合,Dubbo,JPA,0.9278325589470423,3.0,3.0,Dubbo,JN0235,Dubbo（分布式开发框架）,工具软件与技术平台,3.0,Java后端开发与中间件,JPA,JN0525,JPA（软件开发框架与工具）,工具软件与技术平台,3.0,Java后端开发与中间件,Dubbo||JPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03265,Dubbo+Jetty,标准技能组合,Dubbo,Jetty,0.9342347616199155,3.0,3.0,Dubbo,JN0235,Dubbo（分布式开发框架）,工具软件与技术平台,3.0,Java后端开发与中间件,Jetty,JN0472,Jetty（应用服务器）,工具软件与技术平台,3.0,Java后端开发与中间件,Dubbo||Jetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03266,Dubbo+RabbitMQ,标准技能组合,Dubbo,RabbitMQ,0.9296299377998435,3.0,3.0,Dubbo,JN0235,Dubbo（分布式开发框架）,工具软件与技术平台,3.0,Java后端开发与中间件,RabbitMQ,JN0295,RabbitMQ（消息队列）,工具软件与技术平台,3.0,Java后端开发与中间件,Dubbo||RabbitMQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03267,Dubbo+Spring MVC,标准技能组合,Dubbo,Spring MVC,0.9653178332759331,3.0,3.0,Dubbo,JN0235,Dubbo（分布式开发框架）,工具软件与技术平台,3.0,Java后端开发与中间件,Spring MVC,JN0146,Spring MVC（开发框架）,工具软件与技术平台,3.0,Java后端开发与中间件,Dubbo||Spring MVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03268,Dubbo+Tomcat,标准技能组合,Dubbo,Tomcat,0.9231835200079709,3.0,3.0,Dubbo,JN0235,Dubbo（分布式开发框架）,工具软件与技术平台,3.0,Java后端开发与中间件,Tomcat,JN0096,Tomcat（运维云与安全）,工具软件与技术平台,3.0,Java后端开发与中间件,Dubbo||Tomcat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03269,Dubbo+ZooKeeper,标准技能组合,Dubbo,ZooKeeper,0.9333294247633427,3.0,3.0,Dubbo,JN0235,Dubbo（分布式开发框架）,工具软件与技术平台,3.0,Java后端开发与中间件,ZooKeeper,JN0267,ZooKeeper（分布式协调）,工具软件与技术平台,3.0,Java后端开发与中间件,Dubbo||ZooKeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03270,Dubbo+消息队列,标准技能组合,Dubbo,消息队列,0.9532163208344554,3.0,3.0,Dubbo,JN0235,Dubbo（分布式开发框架）,工具软件与技术平台,3.0,Java后端开发与中间件,消息队列,JN0243,消息队列,具体专业技能,3.0,Java后端开发与中间件,Dubbo||消息队列,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03271,ECharts+Gulp,标准技能组合,ECharts,Gulp,0.8739763473509957,10.0,10.0,ECharts,JN0434,ECharts（软件开发框架与工具）,工具软件与技术平台,10.0,Web前端开发,Gulp,JN0318,Gulp（软件开发框架与工具）,工具软件与技术平台,10.0,Web前端开发,ECharts||Gulp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03272,ECharts+React,标准技能组合,ECharts,React,0.8964749870820925,10.0,10.0,ECharts,JN0434,ECharts（软件开发框架与工具）,工具软件与技术平台,10.0,Web前端开发,React,JN0130,React（开发框架）,工具软件与技术平台,10.0,Web前端开发,ECharts||React,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03273,ECharts+UniApp,标准技能组合,ECharts,UniApp,0.8574122407349744,10.0,10.0,ECharts,JN0434,ECharts（软件开发框架与工具）,工具软件与技术平台,10.0,Web前端开发,UniApp,JN0576,UniApp（开发框架）,工具软件与技术平台,10.0,Web前端开发,ECharts||UniApp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03274,ECharts+Vite,标准技能组合,ECharts,Vite,0.84385346842908,10.0,10.0,ECharts,JN0434,ECharts（软件开发框架与工具）,工具软件与技术平台,10.0,Web前端开发,Vite,JN0621,Vite（软件开发框架与工具）,工具软件与技术平台,10.0,Web前端开发,ECharts||Vite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03275,ECharts+W3C标准,标准技能组合,ECharts,W3C标准,0.8619349762787136,10.0,10.0,ECharts,JN0434,ECharts（软件开发框架与工具）,工具软件与技术平台,10.0,Web前端开发,W3C标准,JN0302,W3C标准（明确业务知识与专业流程）,方法、标准与流程,10.0,Web前端开发,ECharts||W3C标准,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03276,ECharts+Webpack,标准技能组合,ECharts,Webpack,0.8907189762681684,10.0,10.0,ECharts,JN0434,ECharts（软件开发框架与工具）,工具软件与技术平台,10.0,Web前端开发,Webpack,JN0242,Webpack（前端构建工具）,工具软件与技术平台,10.0,Web前端开发,ECharts||Webpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03277,ECharts+npm,标准技能组合,ECharts,npm,0.8465280795707112,10.0,10.0,ECharts,JN0434,ECharts（软件开发框架与工具）,工具软件与技术平台,10.0,Web前端开发,npm,JN0467,npm（软件开发框架与工具）,工具软件与技术平台,10.0,Web前端开发,ECharts||npm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03278,ECharts+小程序开发,标准技能组合,ECharts,小程序开发,0.8451939594734877,10.0,10.0,ECharts,JN0434,ECharts（软件开发框架与工具）,工具软件与技术平台,10.0,Web前端开发,小程序开发,JN0227,小程序开发,工具软件与技术平台,10.0,Web前端开发,ECharts||小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03279,EHR+OA系统,标准技能组合,EHR,OA系统,0.6672140211241766,17.0,1.0,EHR,JN0396,EHR（人力资源行政管理）,方法、标准与流程,17.0,人力资源与行政管理,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,EHR||OA系统,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03280,EHR+人力资源管理师,标准技能组合,EHR,人力资源管理师,0.7098986887666696,17.0,17.0,EHR,JN0396,EHR（人力资源行政管理）,方法、标准与流程,17.0,人力资源与行政管理,人力资源管理师,JN0760,人力资源管理师,证书与资质,17.0,人力资源与行政管理,EHR||人力资源管理师,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03281,EHR+人力资源规划,标准技能组合,EHR,人力资源规划,0.6956754386624275,17.0,17.0,EHR,JN0396,EHR（人力资源行政管理）,方法、标准与流程,17.0,人力资源与行政管理,人力资源规划,JN0253,人力资源规划,方法、标准与流程,17.0,人力资源与行政管理,EHR||人力资源规划,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03282,EHR+劳动法,标准技能组合,EHR,劳动法,0.6481904811346988,17.0,17.0,EHR,JN0396,EHR（人力资源行政管理）,方法、标准与流程,17.0,人力资源与行政管理,劳动法,JN0695,劳动法,专业知识与行业经验,17.0,人力资源与行政管理,EHR||劳动法,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03283,EHR+组织发展,标准技能组合,EHR,组织发展,0.6623885421324865,17.0,17.0,EHR,JN0396,EHR（人力资源行政管理）,方法、标准与流程,17.0,人力资源与行政管理,组织发展,JN0286,组织发展,方法、标准与流程,17.0,人力资源与行政管理,EHR||组织发展,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03284,EHR+绩效管理,标准技能组合,EHR,绩效管理,0.6788452935874557,17.0,17.0,EHR,JN0396,EHR（人力资源行政管理）,方法、标准与流程,17.0,人力资源与行政管理,绩效管理,JN0131,绩效管理,方法、标准与流程,17.0,人力资源与行政管理,EHR||绩效管理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03285,EHR+薪酬绩效,标准技能组合,EHR,薪酬绩效,0.653389023884691,17.0,17.0,EHR,JN0396,EHR（人力资源行政管理）,方法、标准与流程,17.0,人力资源与行政管理,薪酬绩效,JN0061,薪酬绩效,方法、标准与流程,17.0,人力资源与行政管理,EHR||薪酬绩效,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03286,EHR+行政管理,标准技能组合,EHR,行政管理,0.670977739099514,17.0,17.0,EHR,JN0396,EHR（人力资源行政管理）,方法、标准与流程,17.0,人力资源与行政管理,行政管理,JN0043,行政管理,方法、标准与流程,17.0,人力资源与行政管理,EHR||行政管理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03287,EHS+ISO 45001,标准技能组合,EHS,ISO 45001,0.745892585805002,20.0,6.0,EHS,JN0198,环境、健康与安全管理（EHS）,方法、标准与流程,20.0,安全环保与职业健康,ISO 45001,JN0497,ISO 45001（质量方法与管理体系）,方法、标准与流程,6.0,质量管理与持续改进,EHS||ISO 45001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03288,EHS+OHSAS 18001,标准技能组合,EHS,OHSAS 18001,0.7517697973130135,20.0,6.0,EHS,JN0198,环境、健康与安全管理（EHS）,方法、标准与流程,20.0,安全环保与职业健康,OHSAS 18001,JN0490,OHSAS 18001（质量方法与管理体系）,方法、标准与流程,6.0,质量管理与持续改进,EHS||OHSAS 18001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03289,EHS+固废处理,标准技能组合,EHS,固废处理,0.7778773995467355,20.0,20.0,EHS,JN0198,环境、健康与安全管理（EHS）,方法、标准与流程,20.0,安全环保与职业健康,固废处理,JN0735,固废处理,专业知识与行业经验,20.0,安全环保与职业健康,EHS||固废处理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03290,EHS+废气治理,标准技能组合,EHS,废气治理,0.7410021073002709,20.0,20.0,EHS,JN0198,环境、健康与安全管理（EHS）,方法、标准与流程,20.0,安全环保与职业健康,废气治理,JN0740,废气治理,专业知识与行业经验,20.0,安全环保与职业健康,EHS||废气治理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03291,EHS+水处理,标准技能组合,EHS,水处理,0.72505753313577,20.0,20.0,EHS,JN0198,环境、健康与安全管理（EHS）,方法、标准与流程,20.0,安全环保与职业健康,水处理,JN0171,水处理,具体专业技能,20.0,安全环保与职业健康,EHS||水处理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03292,EHS+石油化工,标准技能组合,EHS,石油化工,0.6925770780050988,20.0,20.0,EHS,JN0198,环境、健康与安全管理（EHS）,方法、标准与流程,20.0,安全环保与职业健康,石油化工,JN0724,石油化工,专业知识与行业经验,20.0,安全环保与职业健康,EHS||石油化工,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZH03293,EHS+设备管理,标准技能组合,EHS,设备管理,0.650025584904851,20.0,9.0,EHS,JN0198,环境、健康与安全管理（EHS）,方法、标准与流程,20.0,安全环保与职业健康,设备管理,JN0083,设备管理,方法、标准与流程,9.0,工业自动化与电气控制,EHS||设备管理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
